Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,3320.477751,4242.020991,5067.653423,5869.38029,7185.251551,8944.110266,8150.23527,10260.13131,12704.28318,12949.71749,12963.67577,12233.14441,13679.6265,12699.96231,14532.50093,11752.79989,9955.974787,8535.59938,10738.01792,13935.68111,14187.48273,13858.20398
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.93094293,23.84761942,23.24587673,23.0266946,22.66275031,22.06090038,19.56098506,18.93382341,18.44920915,16.23785946,14.61717339,14.40547859,10.70565205,12.52709517,11.32028336,14.43668575,17.92487838,16.60541444,18.06670917,16.24801444,12.74924578,15.33423374
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.7138051,16.84502668,17.30539424,17.40678527,18.28242031,18.341773,14.49614185,16.03718986,16.75694585,14.28868291,14.71675561,14.00131506,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667,13.59828437,15.0119804,15.29969356,13.89126635,12.8251677
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.359838128,-0.610934913,-0.041774943,0.001967763,0.097796634,-0.087755688,-0.234854579,-0.084797867,0.158993661,0.103040546,0.065314263,-0.005121871,0.008764135,0.197749898,0.162542164,0.006909812,-0.097823091,-0.071997404,0.000530059,-0.09859433,-0.127517909,..
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,882.0301677,1130.087914,1557.484589,2041.652671,2962.702346,3777.668593,2820.592655,3041.344507,3349.553098,3511.563997,3680.166922,3852.118006,3512.393503,3524.424769,3869.053739,4196.005623,4597.228874,4268.680933,4685.179971,6571.974455,8125.273958,8500.605225
Armenia,ARM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.48299789,28.19074382,27.31319795,22.14598144,18.18935698,14.26572957,14.67090075,19.74841532,22.52318826,27.56181148,28.35348514,28.56038166,29.72539121,33.74427986,38.21604566,39.39289403,41.35080136,29.76498692,35.90643999,50.22498046,59.45208567,76.347118
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.56836971,44.87989017,42.82654063,38.88415655,38.7856901,40.27659839,42.603335,44.89456066,46.9123854,48.39986448,49.20156302,47.21848531,41.95668313,42.3336876,48.98633088,53.08021299,54.76335277,39.72382062,43.76344883,51.1857978,60.26255729,75.79311108
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.721553366,6.961261359,0.638928002,2.892356625,4.407360896,8.949953354,3.406766827,8.176361385,7.650008079,2.558020078,5.789667785,2.981308689,3.731691193,-1.403607559,0.969553269,2.52023382,1.443446608,1.211435778,7.184836294,8.64091109,1.980418776,0.269511978
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.236966237,-0.116337486,-0.066335395,-0.26102376,0.150905833,-0.006853028,0.227863356,0.071855329,-0.063868985,0.154794976,0.110385142,-0.2971358,-0.256798655,-0.667951107,-0.626211166,-0.451066911,-0.420024991,-0.77164489,-0.804041028,-0.740756273,-0.829278231,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,23718.13385,30836.73068,34479.76793,36595.70715,41051.61207,49701.28178,42816.5674,52144.66547,62605.60046,68072.87323,68190.701,62544.08738,56739.02653,49888.04108,53901.71454,57196.42208,54972.70179,51791.54018,60607.77886,64997.01365,64835.91998,64407.48426
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.05721273,17.16246822,18.22437279,19.85353922,20.18350393,20.14887732,23.01098506,19.79626197,21.43724723,21.4931587,19.97656887,21.08760339,20.06612629,19.27874425,21.25661748,21.89409054,24.159678,24.02673916,22.05667598,25.53158803,26.79924113,24.70520931
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.14435418,19.84714538,20.93637419,21.70590795,21.8245161,22.69789909,22.72987797,20.72532703,20.41388479,21.6711378,21.29631015,21.39641963,21.59780564,21.69533522,20.94711419,21.84197454,22.0278239,20.63771691,18.24580429,20.2901822,22.42594293,22.60901971
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.732595966,2.343255225,2.691831683,3.555287737,2.327611289,4.35029855,1.771117166,2.918340027,3.303850156,1.762780156,2.449888641,2.487922705,1.508366722,1.276990945,1.948647409,1.911400944,1.610767873,0.846905537,2.863910422,6.594096713,5.597014925,3.161614283
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.878117204,0.935463548,0.891707659,0.9344666,0.92887491,0.954700112,0.855120599,0.888859868,0.935710073,0.997997224,1.031072974,1.032191992,0.873180687,1.033424497,0.876064062,0.971185446,0.917978942,0.862161875,0.835079134,0.983715951,0.917057216,..
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,32110.11597,36614.25065,38157.37023,40382.20783,46622.96229,51581.39824,47857.44466,46611.13934,51116.89535,48250.40591,50305.35458,51314.97226,43915.22802,45061.49939,47163.74258,51194.07498,49885.99474,48716.40989,53648.71907,52176.66491,56033.57379,56833.19605
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.82572259,47.2191991,48.95115167,51.20315593,52.89048324,53.59839134,45.48691068,51.58398211,54.29207688,54.32549244,53.88982099,53.8561571,53.39601227,52.66340208,54.32602968,55.70223947,55.89580739,51.66308997,55.9533597,61.96267341,59.46456662,56.92343642
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,42.05650373,44.25502108,45.72360311,47.58256938,48.4744752,49.14531302,42.11358242,48.06090044,51.48302149,51.51529895,51.09555303,50.64058289,49.72156947,48.91009251,51.23003708,52.6757305,52.31147751,48.28512414,55.07890903,62.42077807,57.34935279,53.61202602
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.355553709,2.06120618,2.299137856,1.441548511,2.168555288,3.215950332,0.506308828,1.81353439,3.286579149,2.485675622,2.000156169,1.60581183,0.896563335,0.891591753,2.081269114,1.998379814,1.530895642,1.381910634,2.766666667,8.546869932,7.81413417,2.937915743
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.962002456,1.0896492,1.103950024,1.07445085,1.284419298,1.339270592,1.190873981,1.152648211,1.193521619,1.340566874,1.364100575,1.270700455,1.129330516,0.892175972,1.02962482,0.884860396,0.892189026,0.887600899,0.899554431,0.648710012,0.727989197,..
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,883.6925807,1045.013633,1578.36733,2472.957257,3851.330152,5574.468104,4950.39949,5843.533768,7189.818692,7495.865277,7875.345367,7890.840281,5500.503646,3880.685228,4147.198142,4739.794312,4805.753718,4229.910649,5408.045352,7770.594223,7133.02838,7283.83563
Azerbaijan,AZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.00657665,48.78900846,62.94110601,66.50414484,68.12891169,65.77613785,51.63574568,54.30472154,56.42698053,52.97468019,48.41583308,43.27355666,37.79477749,46.42764939,48.54786473,54.09229386,49.0506275,35.62355587,46.48874717,59.98684807,48.9964135,45.90254636
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,65.54537186,72.71810743,52.9007786,38.75825501,28.51289646,23.46675902,23.108296,20.68126693,24.08106448,25.28838935,26.26001169,26.20966854,34.80673042,43.64966934,41.85445095,37.58028267,36.76751791,36.39431178,29.79811852,26.99542519,34.53947262,36.7873228
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.23386493,6.708930428,9.679507319,8.328924829,16.69975496,20.84908718,1.45704836,5.726872247,7.858333333,1.066213397,2.415717453,1.373441815,4.027685737,12.44337486,12.93591842,2.268546904,2.610571828,2.75980947,6.650299127,13.85225901,8.785430498,2.212171889
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.948100388,-1.059811115,-1.124819398,-1.092682362,-0.625996411,-0.330349982,-0.277853519,-0.238546923,-0.532135963,-0.715751827,-0.412859917,-0.559909523,-0.73391664,-0.80890882,-0.751901031,-0.711399376,-0.693411469,-0.852253795,-0.83782357,-0.922807276,-0.730753899,..
Bahamas,BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,26429.12478,26650.29342,28602.41819,29184.78651,30051.84896,29392.38244,27512.9131,27473.10043,27090.83768,28552.02427,27642.74198,29137.21756,30719.40542,30616.53632,31875.48817,32642.33532,33640.33699,26178.75376,30367.86058,34957.16133,38231.77448,39455.44665
Bahamas,BHS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.81023417,38.2152311,38.75988695,38.30927734,40.09195411,39.49363481,34.19067999,34.95328732,37.43526853,38.12730868,39.85661509,37.36298265,35.83158748,32.85188832,31.72597193,35.25180979,34.98079385,23.27369924,27.9712553,37.15891428,37.81145024,37.7835885
Bahamas,BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,35.25330634,37.78675227,42.63638397,49.24143697,47.92086145,47.93558807,42.33036398,43.72231511,50.89842063,46.12421178,44.6917988,43.17404458,33.84638778,34.36103326,36.60831211,36.90245881,33.80582963,30.14705882,37.96128603,38.82404582,38.73802492,41.45887019
Bahamas,BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.025045263,0.981914037,1.591606181,2.389826274,2.492577949,4.489559954,2.062734735,1.344027384,3.198781417,1.97336756,0.722414785,1.513756431,1.861483029,-0.34637693,1.518207007,2.265863467,2.491235274,0.038521098,2.904912629,5.605406336,3.05291579,0.409162489
Bahamas,BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.826347828,0.890613675,0.938143432,0.810453713,0.730122447,0.774532914,0.859580457,0.993692219,1.103621483,1.184026003,1.134824634,0.956470132,0.894982457,0.959943354,0.976762533,0.847745538,0.801568568,0.830306888,0.85096854,0.881239235,1.008562326,..
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,14486.0269,15963.94932,17966.16578,19267.28262,20908.40425,23299.49928,19465.31407,21819.32911,25032.78677,26438.67332,26989.76011,26451.79656,23734.05511,23800.00144,24784.76935,26324.40665,27259.74386,24342.84446,27147.80839,30470.52193,29290.12842,30048.21777
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,72.063072,78.60514596,83.89404821,84.63894426,79.67952923,82.57734838,68.46559387,66.70271504,95.63634876,98.26563623,100.8266516,92.22553572,79.34410357,70.5882907,72.25386214,75.71537268,73.09442399,70.45443582,86.27421867,95.9613654,87.35114395,..
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,56.02851016,62.13216408,64.4194769,62.46523681,58.10552134,63.30516277,49.49813154,48.85877141,71.89329227,80.55838459,83.76285721,76.35032242,68.5719566,62.2347072,64.17537767,68.35999989,62.32311941,65.00654919,67.52509781,71.17987575,70.09671073,..
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.593625498,2.352941176,2.586206897,2.007469655,3.256666667,3.526003164,2.795512836,1.961884683,-0.400040697,2.7573967,3.300011569,2.647553212,1.848627424,2.786793476,1.386718306,2.08766938,1.005820047,-2.317706293,-0.606319385,3.625741043,0.074620678,0.91963546
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.483918995,0.313402563,0.014162739,-0.365050614,-0.247773513,-0.237366229,-0.137239441,-0.493476391,-0.950841904,-1.129954934,-1.335417747,-0.907474875,-1.068262696,-0.792700231,-0.958746254,-0.846294165,-0.626829982,-0.61010462,-0.5247612,-0.362905443,-0.373967588,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,426.7488075,455.6140169,480.0858508,490.3880265,537.9554928,613.062041,679.2114774,757.3852804,837.3369447,859.6805364,958.2629898,1094.461997,1224.386477,1649.283809,1811.082217,1965.243727,2129.79897,2248.850788,2482.849178,2716.485928,2551.017738,2593.416074
Bangladesh,BGD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.4311487,11.14650895,14.3928419,16.35346357,16.99533485,17.65885848,16.94013291,16.02411269,19.92207496,20.16158886,19.53787411,18.98966,17.33667379,13.92120448,12.81974689,12.67478794,13.09475734,10.44278806,10.6627789,12.88222643,13.15716383,10.46118804
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252,17.41294565,17.17998378,19.83984378,18.48329716,15.82865931,17.0612258,20.89774084,17.82580758,16.3168883
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.668707734,7.587536385,7.046618162,6.765261171,9.106984969,8.901944895,5.423472362,8.126676392,11.39516516,6.217504221,7.530406409,6.991638892,6.19428023,5.513525727,5.702070157,5.543621395,5.591996399,5.691074747,5.545654308,7.696954372,9.883503038,10.46574828
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.115581155,-1.360476375,-1.863839388,-1.507097363,-1.543071628,-1.508331299,-1.546771407,-1.425789475,-1.404736876,-1.379088998,-1.627858877,-0.895563185,-1.209773779,-1.259732962,-1.253627181,-0.98556906,-0.928628743,-0.915816903,-1.036882758,-1.046462059,-0.908656716,..
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,1819.526531,2378.337005,3126.071767,3848.223503,4735.481076,6376.175692,5352.488092,6034.678852,6527.659343,6953.215917,7998.080205,8341.318093,5967.055951,5039.775609,5785.544919,6360.037502,6837.773396,6542.8558,7489.718947,7994.648061,7896.753883,8316.647763
Belarus,BLR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,65.15637991,67.88633336,59.79780872,60.06131177,60.94305272,60.93775522,48.87646182,51.37288535,78.46536152,78.77690728,58.33357811,54.94100406,58.01076657,62.50934712,66.7896002,70.45504526,65.09458399,61.01209718,70.83175504,63.05118689,66.02672857,65.06394503
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,68.98547237,74.25017703,59.08654297,64.23379212,67.21082526,68.66172333,59.759183,64.54508764,79.50889355,74.30836203,61.48238713,55.71042031,57.90405963,62.69997578,66.57815452,68.93869099,65.75582211,57.92207896,65.18241284,56.97302068,65.55794631,66.85398407
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.39783991,18.10824249,10.33887945,6.997129035,8.426752735,14.83787648,12.94565634,7.735748043,53.22869831,59.21973602,18.31226104,18.11955435,13.53448976,11.83658077,6.031837252,4.872302206,5.59815595,5.548143575,9.460283896,15.20967527,5.000599031,5.785319104
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.69302994,0.161766872,0.360231072,0.148469687,0.341008782,0.521403909,0.489347756,-0.094990097,-0.087769009,0.06861522,0.005959166,0.179782152,0.110905699,0.135706261,-0.057208706,0.353592694,0.344978094,-0.887615979,-0.754245579,-0.802096605,-0.729365647,..
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44923.34001,44197.39367,47760.82988,44874.17092,46964.59468,47995.7787,40893.80454,41854.54983,44035.32394,47487.21004,46716.62275,45906.28758,51658.23829,50822.25185,54690.09427,55954.61063
Belgium,BEL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,69.03650851,70.90627745,74.28282892,76.80499706,78.3018047,80.88061998,68.59607707,75.82828987,80.27136435,80.04897213,78.91141344,79.39652058,77.87773922,79.61813171,83.44440505,83.48305672,82.96742754,79.19687056,89.62535511,95.2395955,84.18063186,79.21991114
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,63.67904433,66.0121279,70.24622175,72.76251224,74.16664217,80.20782782,66.54232865,74.33427375,80.49415254,80.33432929,78.66220934,79.17509037,77.19094283,79.4395649,83.45967319,84.79463616,82.49805139,77.75325072,87.75653733,96.69984859,84.78037755,79.23303852
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.588964,2.097283112,2.781432637,1.791207701,1.8230563,4.489444205,-0.053145674,2.189299204,3.532082107,2.839663434,1.11309594,0.340002833,0.561429153,1.973852647,2.12597086,2.053164999,1.43681957,0.740791812,2.440248511,9.597511729,4.049010776,3.143491365
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.858237803,0.709136724,0.793774188,0.856375813,0.757325053,0.620571196,0.820824683,0.810646176,0.954535425,0.92359972,0.940082729,0.701269448,0.577092111,0.42960611,0.417607278,0.393769443,0.458395332,0.521078527,0.662682593,0.581981599,0.403853089,..
Bosnia-Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2033.947009,2452.686168,2739.610769,3166.128653,3931.489487,4841.693119,4539.918638,4506.478285,4982.693758,4693.788991,5034.56616,5206.065583,4662.258837,4928.566525,5345.019855,6047.845843,6122.375345,6130.311332,7295.343824,7655.59421,8663.02323,8957.372942
Bosnia-Herzegovina,BIH,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.58798523,22.5362424,24.31642289,26.2583452,27.10155544,26.84806892,25.00937879,29.69554219,32.03597181,32.35054144,33.74304682,33.98912011,35.11487563,35.90870939,40.32441117,41.98456356,40.04007111,34.18149214,42.57332144,48.30710235,43.93175001,42.82095628
Bosnia-Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,59.98147203,59.27644123,60.03903993,53.57160257,56.45030344,59.31481092,48.73811544,51.27267378,55.8003759,55.79456742,54.18819449,56.56316058,53.17711421,52.33532578,56.32146797,56.44752763,54.47605677,47.92977312,53.91258714,61.89886531,55.68574338,57.15339593
Bosnia-Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,6.125566156,1.500777106,7.427043103,-0.381464282,1.996212367,3.67125,2.05267452,-0.093045684,-0.897194054,-1.036023034,-1.5841,0.810133322,1.41710814,0.562782154,-1.051296008,1.981639006,14.02084408,6.105901128,1.692127336
Bosnia-Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.405683517,0.017319396,-0.500624359,-0.441336751,-0.631416619,-0.539653778,-0.665914297,-0.693730175,-0.819794893,-0.538148701,-0.404944122,-0.019179042,-0.404167622,-0.402664006,-0.351469874,-0.400853604,-0.424811691,-0.447477132,-0.421740085,-0.483193696,-0.353373319,..
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,3090.60701,3663.823188,4827.781731,5934.144709,7409.691307,8908.331765,8678.659224,11403.28213,13396.62436,12521.72135,12458.89121,12274.99397,8936.196617,8836.286527,10080.50928,9300.661649,9029.833267,7074.193783,7972.53665,9281.333344,10377.58928,10280.31486
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558478,11.58251268,11.87753907,11.74223065,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.45355201,19.10943037,19.630765,17.9693243,18.01467998
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.95960101,13.13249097,11.84296594,11.66738359,11.96493627,13.7235689,11.25460447,11.90659334,12.3518925,13.23673454,14.04372668,13.67346299,14.05343452,12.06700303,11.8007665,14.24120388,14.76733868,15.84852653,18.54690039,19.18530097,15.69690553,17.51654026
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.71491972,6.5971851,6.869537209,4.183568129,3.641272991,5.678593903,4.888034799,5.038726901,6.636449622,5.40349914,6.204310666,6.329040155,9.029901024,8.739143523,3.44637335,3.664850284,3.732976212,3.211768038,8.301659756,9.28010609,4.593562823,4.367464077
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.004213934,-0.275992811,-0.263379753,-0.294911116,-0.357948095,-0.313424706,0.163664222,0.013475911,-0.132575423,0.045961641,-0.258553296,-0.070290133,-0.331864446,-0.38103506,-0.479947567,-0.459598511,-0.714224637,-0.44689092,-0.419879764,-0.395036936,-0.408567786,..
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2719.494369,3389.687434,3899.825963,4523.146558,5888.570814,7271.303389,6988.273163,6853.948055,7849.580613,7431.957895,7795.980921,8069.600057,7268.654455,7822.499233,8696.689304,9872.385078,10372.80443,10769.94757,12972.21734,13999.67192,15883.86185,17412.41151
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.41694588,40.95664027,42.52956575,46.97787863,52.35503435,52.47765905,42.21885009,50.09804494,58.78820752,60.34627469,64.56497865,64.55081095,63.78641724,63.86093053,66.99052142,65.76513413,64.18228708,56.42407172,61.82065731,69.9770907,61.88531597,55.80716381
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.59693949,52.10725769,57.18464546,64.06958412,71.17752332,72.21108847,50.47379552,53.28247738,58.62989637,63.62504802,65.12370434,65.69756616,62.95022497,58.94458383,62.64390763,63.10043115,60.84767606,53.90000941,59.33669731,68.86305611,57.78280437,53.48167699
